duration_ms,explicit,external_urls,name,track_number,uri,album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,analysis_url
260933,False,{'spotify': 'https://open.spotify.com/track/1q8E1FfFuhd12c5JcJwPxQ'},Sparks Fly,2,spotify:track:1q8E1FfFuhd12c5JcJwPxQ,Speak Now (Deluxe Edition),0.605,0.787,5,-3.002,1,0.0308,0.0396,1.42e-06,0.163,0.374,114.987,https://api.spotify.com/v1/audio-analysis/1q8E1FfFuhd12c5JcJwPxQ
293026,False,{'spotify': 'https://open.spotify.com/track/7lxADouiWFkwR7ZV2GKUcH'},Back To December,3,spotify:track:7lxADouiWFkwR7ZV2GKUcH,Speak Now (Deluxe Edition),0.529,0.67,2,-4.663,1,0.0303,0.117,0.0,0.334,0.286,141.893,https://api.spotify.com/v1/audio-analysis/7lxADouiWFkwR7ZV2GKUcH
240760,False,{'spotify': 'https://open.spotify.com/track/1nYWTzy5zu3zEPNgB1sItW'},Speak Now,4,spotify:track:1nYWTzy5zu3zEPNgB1sItW,Speak Now (Deluxe Edition),0.709,0.599,7,-3.734,1,0.0304,0.095,0.0,0.0973,0.735,118.975,https://api.spotify.com/v1/audio-analysis/1nYWTzy5zu3zEPNgB1sItW
403920,False,{'spotify': 'https://open.spotify.com/track/1ubvV5ECkm6nSI6g1HmbBK'},Dear John,5,spotify:track:1ubvV5ECkm6nSI6g1HmbBK,Speak Now (Deluxe Edition),0.589,0.47,4,-5.32,1,0.028,0.166,1.45e-06,0.112,0.102,119.386,https://api.spotify.com/v1/audio-analysis/1ubvV5ECkm6nSI6g1HmbBK
237733,False,{'spotify': 'https://open.spotify.com/track/4N60XfcTE1ysLZGbYgnYXq'},Mean,6,spotify:track:4N60XfcTE1ysLZGbYgnYXq,Speak Now (Deluxe Edition),0.568,0.761,4,-3.987,1,0.0459,0.452,0.0,0.217,0.789,163.974,https://api.spotify.com/v1/audio-analysis/4N60XfcTE1ysLZGbYgnYXq
265666,False,{'spotify': 'https://open.spotify.com/track/19tHCfzUSoy5HkpxcmbA0A'},The Story Of Us,7,spotify:track:19tHCfzUSoy5HkpxcmbA0A,Speak Now (Deluxe Edition),0.543,0.818,4,-3.611,1,0.0398,0.00478,0.000368,0.0357,0.683,139.898,https://api.spotify.com/v1/audio-analysis/19tHCfzUSoy5HkpxcmbA0A
290466,False,{'spotify': 'https://open.spotify.com/track/74WBGgUnpKrJXt6TETfR6Z'},Never Grow Up,8,spotify:track:74WBGgUnpKrJXt6TETfR6Z,Speak Now (Deluxe Edition),0.714,0.305,2,-8.837,1,0.0305,0.819,0.0,0.174,0.554,124.91,https://api.spotify.com/v1/audio-analysis/74WBGgUnpKrJXt6TETfR6Z
352186,False,{'spotify': 'https://open.spotify.com/track/14LtANuaslKWyYbktUrHBU'},Enchanted,9,spotify:track:14LtANuaslKWyYbktUrHBU,Speak Now (Deluxe Edition),0.455,0.623,8,-3.878,1,0.0288,0.0739,0.000424,0.146,0.208,163.893,https://api.spotify.com/v1/audio-analysis/14LtANuaslKWyYbktUrHBU
217160,False,{'spotify': 'https://open.spotify.com/track/1By2VQkUN0Frd8mKNV5NYC'},Better Than Revenge,10,spotify:track:1By2VQkUN0Frd8mKNV5NYC,Speak Now (Deluxe Edition),0.516,0.917,11,-3.186,0,0.0827,0.0139,6.37e-06,0.36,0.635,145.821,https://api.spotify.com/v1/audio-analysis/1By2VQkUN0Frd8mKNV5NYC
302253,False,{'spotify': 'https://open.spotify.com/track/3kfgJql90tzgoxByioAMXR'},Innocent,11,spotify:track:3kfgJql90tzgoxByioAMXR,Speak Now (Deluxe Edition),0.552,0.608,1,-5.29,0,0.0259,0.186,0.0,0.125,0.17,134.05,https://api.spotify.com/v1/audio-analysis/3kfgJql90tzgoxByioAMXR
242080,False,{'spotify': 'https://open.spotify.com/track/11UaQaEp2LvdspTyyuE3ur'},Haunted,12,spotify:track:11UaQaEp2LvdspTyyuE3ur,Speak Now (Deluxe Edition),0.436,0.95,5,-2.627,1,0.057,0.0826,1.08e-06,0.149,0.352,162.088,https://api.spotify.com/v1/audio-analysis/11UaQaEp2LvdspTyyuE3ur
367133,False,{'spotify': 'https://open.spotify.com/track/1D27z8xNzjW0Mwwt1NCWhJ'},Last Kiss,13,spotify:track:1D27z8xNzjW0Mwwt1NCWhJ,Speak Now (Deluxe Edition),0.371,0.341,10,-9.475,1,0.0319,0.57,3.09e-05,0.101,0.196,89.038,https://api.spotify.com/v1/audio-analysis/1D27z8xNzjW0Mwwt1NCWhJ
317453,False,{'spotify': 'https://open.spotify.com/track/7DjCRhhFo9PPzca1BjMLcf'},Long Live,14,spotify:track:7DjCRhhFo9PPzca1BjMLcf,Speak Now (Deluxe Edition),0.418,0.68,7,-4.3,1,0.0347,0.036,7.59e-05,0.114,0.142,204.12,https://api.spotify.com/v1/audio-analysis/7DjCRhhFo9PPzca1BjMLcf
237920,False,{'spotify': 'https://open.spotify.com/track/1EQn3Uc5AyUXoiPLeyCrrg'},Ours,15,spotify:track:1EQn3Uc5AyUXoiPLeyCrrg,Speak Now (Deluxe Edition),0.608,0.569,0,-7.227,1,0.0284,0.537,0.0,0.097,0.238,159.845,https://api.spotify.com/v1/audio-analysis/1EQn3Uc5AyUXoiPLeyCrrg
234546,False,{'spotify': 'https://open.spotify.com/track/0vvt4IZOMkRug195S4MUq0'},If This Was A Movie,16,spotify:track:0vvt4IZOMkRug195S4MUq0,Speak Now (Deluxe Edition),0.511,0.719,4,-3.457,1,0.0265,0.166,4.54e-06,0.34,0.289,147.852,https://api.spotify.com/v1/audio-analysis/0vvt4IZOMkRug195S4MUq0
275960,False,{'spotify': 'https://open.spotify.com/track/2R7C9dDqv1UPycvepBFziA'},Superman,17,spotify:track:2R7C9dDqv1UPycvepBFziA,Speak Now (Deluxe Edition),0.582,0.765,7,-3.648,1,0.0324,0.0268,1.95e-06,0.103,0.559,131.982,https://api.spotify.com/v1/audio-analysis/2R7C9dDqv1UPycvepBFziA
292560,False,{'spotify': 'https://open.spotify.com/track/6IH2Z54gYPLqgJtxZjX80i'},Back To December - Acoustic,18,spotify:track:6IH2Z54gYPLqgJtxZjX80i,Speak Now (Deluxe Edition),0.541,0.453,2,-6.459,1,0.0266,0.748,0.0,0.2,0.377,141.757,https://api.spotify.com/v1/audio-analysis/6IH2Z54gYPLqgJtxZjX80i
217613,False,{'spotify': 'https://open.spotify.com/track/62rlxI6g2PNaWsHoiRryto'},Haunted - Acoustic Version,19,spotify:track:62rlxI6g2PNaWsHoiRryto,Speak Now (Deluxe Edition),0.563,0.443,5,-5.078,1,0.0247,0.842,0.0,0.293,0.313,80.962,https://api.spotify.com/v1/audio-analysis/62rlxI6g2PNaWsHoiRryto
230333,False,{'spotify': 'https://open.spotify.com/track/0fAbfDiuQiUwV7FUcFfRGY'},Mine - POP Mix,20,spotify:track:0fAbfDiuQiUwV7FUcFfRGY,Speak Now (Deluxe Edition),0.695,0.723,7,-3.806,1,0.0285,0.00727,1.2e-06,0.1,0.679,121.011,https://api.spotify.com/v1/audio-analysis/0fAbfDiuQiUwV7FUcFfRGY
232106,False,{'spotify': 'https://open.spotify.com/track/0Om9WAB5RS09L80DyOfTNa'},Tim McGraw,1,spotify:track:0Om9WAB5RS09L80DyOfTNa,Taylor Swift,0.58,0.491,0,-6.462,1,0.0251,0.575,0.0,0.121,0.425,76.009,https://api.spotify.com/v1/audio-analysis/0Om9WAB5RS09L80DyOfTNa
173066,False,{'spotify': 'https://open.spotify.com/track/32mVHdy0bi1XKgr0ajsBlG'},Picture To Burn,2,spotify:track:32mVHdy0bi1XKgr0ajsBlG,Taylor Swift,0.658,0.877,7,-2.098,1,0.0323,0.173,0.0,0.0962,0.821,105.586,https://api.spotify.com/v1/audio-analysis/32mVHdy0bi1XKgr0ajsBlG
203040,False,{'spotify': 'https://open.spotify.com/track/7zMcNqs55Mxer82bvZFkpg'},Teardrops On My Guitar - Radio Single Remix,3,spotify:track:7zMcNqs55Mxer82bvZFkpg,Taylor Swift,0.621,0.417,10,-6.941,1,0.0231,0.288,0.0,0.119,0.289,99.953,https://api.spotify.com/v1/audio-analysis/7zMcNqs55Mxer82bvZFkpg
199200,False,{'spotify': 'https://open.spotify.com/track/73OX8GdpOeGzKC6OvGSbsv'},A Place in this World,4,spotify:track:73OX8GdpOeGzKC6OvGSbsv,Taylor Swift,0.576,0.777,9,-2.881,1,0.0324,0.051,0.0,0.32,0.428,115.028,https://api.spotify.com/v1/audio-analysis/73OX8GdpOeGzKC6OvGSbsv
239013,False,{'spotify': 'https://open.spotify.com/track/7an1exwMnfYRcdVQm0yDev'},Cold As You,5,spotify:track:7an1exwMnfYRcdVQm0yDev,Taylor Swift,0.418,0.482,5,-5.769,1,0.0266,0.217,0.0,0.123,0.261,175.558,https://api.spotify.com/v1/audio-analysis/7an1exwMnfYRcdVQm0yDev
207106,False,{'spotify': 'https://open.spotify.com/track/2QA3IixpRcKyOdG7XDzRgv'},The Outside,6,spotify:track:2QA3IixpRcKyOdG7XDzRgv,Taylor Swift,0.589,0.805,5,-4.055,1,0.0293,0.00491,0.0,0.24,0.591,112.982,https://api.spotify.com/v1/audio-analysis/2QA3IixpRcKyOdG7XDzRgv
248106,False,{'spotify': 'https://open.spotify.com/track/6K0CJLVXqbGMeJSmJ4ENKK'},Tied Together with a Smile,7,spotify:track:6K0CJLVXqbGMeJSmJ4ENKK,Taylor Swift,0.479,0.578,2,-4.963,1,0.0294,0.525,0.0,0.0841,0.192,146.165,https://api.spotify.com/v1/audio-analysis/6K0CJLVXqbGMeJSmJ4ENKK
236053,False,{'spotify': 'https://open.spotify.com/track/2ZoOmCSgj0ypVAmGd1ve4y'},Stay Beautiful,8,spotify:track:2ZoOmCSgj0ypVAmGd1ve4y,Taylor Swift,0.594,0.629,8,-4.919,1,0.0246,0.0868,0.0,0.137,0.504,131.597,https://api.spotify.com/v1/audio-analysis/2ZoOmCSgj0ypVAmGd1ve4y
242200,False,{'spotify': 'https://open.spotify.com/track/16MVSD0mGI4RMQT83Qzm69'},Should've Said No,9,spotify:track:16MVSD0mGI4RMQT83Qzm69,Taylor Swift,0.476,0.777,4,-3.771,0,0.0289,0.0103,0.0,0.196,0.472,167.964,https://api.spotify.com/v1/audio-analysis/16MVSD0mGI4RMQT83Qzm69
213080,False,{'spotify': 'https://open.spotify.com/track/2QrQCMel6v2JiLxqrg4p2O'},Mary's Song (Oh My My My),10,spotify:track:2QrQCMel6v2JiLxqrg4p2O,Taylor Swift,0.403,0.627,2,-5.28,1,0.0292,0.0177,0.0,0.182,0.374,74.9,https://api.spotify.com/v1/audio-analysis/2QrQCMel6v2JiLxqrg4p2O
201106,False,{'spotify': 'https://open.spotify.com/track/15DeqWWQB4dcEWzJg15VrN'},Our Song,11,spotify:track:15DeqWWQB4dcEWzJg15VrN,Taylor Swift,0.668,0.672,2,-4.931,1,0.0303,0.111,0.0,0.329,0.539,89.011,https://api.spotify.com/v1/audio-analysis/15DeqWWQB4dcEWzJg15VrN
213053,False,{'spotify': 'https://open.spotify.com/track/0JIdBrXGSJXS72zjF9ss9u'},I'm Only Me When I'm With You,12,spotify:track:0JIdBrXGSJXS72zjF9ss9u,Taylor Swift,0.563,0.934,8,-3.629,1,0.0646,0.00452,0.000807,0.103,0.518,143.964,https://api.spotify.com/v1/audio-analysis/0JIdBrXGSJXS72zjF9ss9u
203226,False,{'spotify': 'https://open.spotify.com/track/5OOd01o2YS1QFwdpVLds3r'},Invisible,13,spotify:track:5OOd01o2YS1QFwdpVLds3r,Taylor Swift,0.612,0.394,7,-5.723,1,0.0243,0.637,0.0,0.147,0.233,96.001,https://api.spotify.com/v1/audio-analysis/5OOd01o2YS1QFwdpVLds3r
220146,False,{'spotify': 'https://open.spotify.com/track/1spLfUJxtyVyiKKTegQ2r4'},A Perfectly Good Heart,14,spotify:track:1spLfUJxtyVyiKKTegQ2r4,Taylor Swift,0.483,0.751,4,-5.726,1,0.0365,0.00349,0.0,0.128,0.268,156.092,https://api.spotify.com/v1/audio-analysis/1spLfUJxtyVyiKKTegQ2r4
179066,False,{'spotify': 'https://open.spotify.com/track/4pJi1rVt9GNegU9kywjg4z'},Teardrops on My Guitar - Pop Version,15,spotify:track:4pJi1rVt9GNegU9kywjg4z,Taylor Swift,0.459,0.753,10,-3.827,1,0.0537,0.0402,0.0,0.0863,0.483,199.997,https://api.spotify.com/v1/audio-analysis/4pJi1rVt9GNegU9kywjg4z
